"FLWS_nasdaq","Florists"
"IGT_nyse","Casinos &amp; Gaming - NEC"
"IP_nyse","Paper Packaging - NEC"
"IRF_nyse","Semiconductors - NEC"
"ISH_nyse","Inland Water Freight"
"ISH^A_nyse","Inland Water Freight"
"IOC_nyse","Oil &amp; Gas Exploration and Production - NEC"
"IPG_nyse","Advertising &amp; Marketing - NEC"
"INXN_nyse","IT Services &amp; Consulting - NEC"
"IL_nyse","Enterprise Software"
"IPI_nyse","Agricultural Chemicals - NEC"
"IVC_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"INVN_nyse","Electronic Equipment &amp; Parts - NEC"
"VBF_nyse","Closed End Funds"
"VCV_nyse","Closed End Funds"
"VTA_nyse","Closed End Funds"
"VLT_nyse","Closed End Funds"
"IVR_nyse","Mortgage REITs"
"OIA_nyse","Closed End Funds"
"VMO_nyse","Closed End Funds"
"VKQ_nyse","Closed End Funds"
"VPV_nyse","Closed End Funds"
"IVZ_nyse","Wealth Management"
"IQI_nyse","Closed End Funds"
"VVR_nyse","Closed End Funds"
"VTN_nyse","Closed End Funds"
"VGM_nyse","Closed End Funds"
"IIM_nyse","Closed End Funds"
"ITG_nyse","Investment Banking"
"IRET_nyse","Diversified REITs"
"IRET^_nyse","Diversified REITs"
"IRET^B_nyse","Diversified REITs"
"IO_nyse","Oil Related Services and Equipment - NEC"
"IRM_nyse","Business Support Services - NEC"
"IRS_nyse","Real Estate Development &amp; Operations - NEC"
"SZC_nyse","Closed End Funds"
"ISS_nyse","IT Services &amp; Consulting - NEC"
"SFI_nyse","Commercial Loans"
"SFI^D_nyse","Commercial Loans"
"SFI^E_nyse","Commercial Loans"
"SFI^F_nyse","Commercial Loans"
"ITUB_nyse","Banks - NEC"
"ITC_nyse","Electric Utilities - NEC"
"ITT_nyse","Industrial Machinery &amp; Equipment - NEC"
"ESI_nyse","Educational Services"
"JPM_nyse","Banks - NEC"
"JCP_nyse","Department Stores - NEC"
"SJM_nyse","Fruit &amp; Vegetable Processing"
"JBL_nyse","Semiconductors - NEC"
"JEC_nyse","Highway &amp; Bridge Construction"
"JHX_nyse","Cement &amp; Concrete Manufacturing"
"JNS_nyse","Investment Management &amp; Fund Operators - NEC"
"JEQ_nyse","Closed End Funds"
"JOF_nyse","Closed End Funds"
"JAH_nyse","Appliances, Tools &amp; Housewares - NEC"
"JMI_nyse","Shell Companies"
"JFC_nyse","Closed End Funds"
"JKS_nyse","Photovoltaic Solar Systems &amp; Equipment"
"JMP_nyse","Investment Banking"
"JBT_nyse","Industrial Machinery"
"BTO_nyse","Closed End Funds"
"HEQ_nyse","Investment Trusts"
"JHS_nyse","Closed End Funds"
"JHI_nyse","Investment Trusts"
"HPF_nyse","Closed End Funds"
"HPI_nyse","Closed End Funds"
"HPS_nyse","Closed End Funds"
"PDT_nyse","Closed End Funds"
"HTD_nyse","Closed End Funds"
"HTY_nyse","Closed End Funds"
"JW/A_nyse","Professional Information Services - NEC"
"JW/B_nyse","Professional Information Services - NEC"
"JNJ_nyse","Pharmaceuticals - NEC"
"JCI_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"JNY_nyse","Apparel &amp; Accessories - NEC"
"JLL_nyse","Real Estate Development &amp; Operations - NEC"
"JRN_nyse","Newspaper Publishing"
"JOY_nyse","Mining Machinery &amp; Equipment Manufacturing"
"JNPR_nyse","Communications &amp; Networking - NEC"
"LRN_nyse","General Education Services"
"KAI_nyse","Industrial Machinery"
"KAMN_nyse","Industrial Machinery &amp; Equipment - NEC"
"KSU_nyse","Ground Freight &amp; Logistics - NEC"
"KSU^_nyse","Ground Freight &amp; Logistics - NEC"
"KS_nyse","Paper Packaging - NEC"
"KAR_nyse","Used Car Dealers"
"KDN_nyse","Ball &amp; Roller Bearings"
"KED_nyse","Closed End Funds"
"KYE_nyse","Closed End Funds"
"KMF_nyse","Closed End Funds"
"KYN_nyse","Closed End Funds"
"KB_nyse","Banks - NEC"
"KBH_nyse","Homebuilding - NEC"
"KBR_nyse","Construction &amp; Engineering - NEC"
"K_nyse","Food Processing - NEC"
"KEM_nyse","Electronic Component"
"KMT_nyse","Machine Tools"
"KW_nyse","Real Estate Services - NEC"
"KEG_nyse","Oil Related Services"
"KEY_nyse","Banks - NEC"
"KEY^G_nyse","Banks - NEC"
"KID_nyse","Dolls &amp; Stuffed Toys"
"KRC_nyse","Commercial REITs - NEC"
"KRC^H_nyse","Commercial REITs - NEC"
"KMB_nyse","Sanitary Products"
"KIM_nyse","Retail REITs"
"KMP_nyse","Oil Related Services and Equipment - NEC"
"KMR_nyse","Natural Gas Pipeline"
"KMI_nyse","Oil &amp; Gas Transportation Services - NEC"
"KND_nyse","Healthcare Facilities &amp; Services - NEC"
"KFS_nyse","Property &amp; Casualty Insurance - NEC"
"KGC_nyse","Gold Mining"
"KEX_nyse","Inland Water Freight"
"KRG_nyse","Retail Real Estate Development"
"KKR_nyse","Investment Management"
"KFN_nyse","Corporate Financial Services - NEC"
"KFN^_nyse","Corporate Financial Services - NEC"
"KMG_nyse","Specialty Chemicals - NEC"
"KCG_nyse","Diversified Investment Services"
"KNX_nyse","Freight Trucking"
"KNL_nyse","Furniture"
"KNOP_nyse","Sea-Borne Tankers"
"KOG_nyse","Oil &amp; Gas Exploration and Production - NEC"
"KSS_nyse","Retail - Department Stores"
"KNM_nyse","Toys &amp; Juvenile Products - NEC"
"PHG_nyse","Electrical Components &amp; Equipment - NEC"
"KOP_nyse","Commodity Chemicals - NEC"
"KEP_nyse","Electric Utilities - NEC"
"KEF_nyse","Closed End Funds"
"KF_nyse","Closed End Funds"
"KFY_nyse","Executive Search Services"
"KOS_nyse","Oil &amp; Gas Exploration and Production - NEC"
"KRA_nyse","Specialty Chemicals - NEC"
"KKD_nyse","Food Retail &amp; Distribution - NEC"
"KR_nyse","Food Retail &amp; Distribution - NEC"
"KRO_nyse","Specialty Chemicals - NEC"
"KT_nyse","Integrated Telecommunications Services - NEC"
"KYO_nyse","Electrical Components &amp; Equipment - NEC"
"LTD_nyse","Apparel &amp; Accessories Retailers - NEC"
"SCX_nyse","Machine Tools"
"LLL_nyse","Aerospace &amp; Defense - NEC"
"LH_nyse","Healthcare Facilities &amp; Services - NEC"
"LG_nyse","Natural Gas Utilities - NEC"
"LDR_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"LPI_nyse","Oil &amp; Gas Exploration and Production - NEC"
"LVS_nyse","Casinos"
"LHO_nyse","Hospitality REITs"
"LHO^G_nyse","Hospitality REITs"
"LFL_nyse","Airlines - NEC"
"LDF_nyse","Closed End Funds"
"LGI_nyse","Closed End Funds"
"LAZ_nyse","Investment Banking"
"LOR_nyse","Closed End Funds"
"LZB_nyse","Furniture"
"LDK_nyse","Photovoltaic Solar Systems &amp; Equipment"
"LF_nyse","Games, Toys &amp; Children Vehicles"
"LEA_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"LEE_nyse","Newspaper Publishing"
"BWG_nyse","Closed End Funds"
"LM_nyse","Investment Management &amp; Fund Operators - NEC"
"LEG_nyse","Home Furnishings - NEC"
"LGP_nyse","Petroleum Product Wholesale"
"LPS_nyse","Transaction &amp; Payment Services"
"LEN_nyse","Residential Builders - Single Homes"
"LEN/B_nyse","Residential Builders - Single Homes"
"LII_nyse","Heating, Ventilation &amp; Air Conditioning Systems"
"LAS_nyse","Auto Vehicles, Parts &amp; Service Retailers - NEC"
"LUK_nyse","Holding Companies - NEC"
"LVLT_nyse","Integrated Telecommunications Services - NEC"
"LXP_nyse","Commercial REITs - NEC"
"LXP^C_nyse","Commercial REITs - NEC"
"LXK_nyse","Computer Hardware - NEC"
"LPL_nyse","Display Screens"
"USA_nyse","Closed End Funds"
"ASG_nyse","Closed End Funds"
"LRY_nyse","Commercial REITs - NEC"
"LTM_nyse","Gyms, Fitness and Spa Centers"
"LOCK_nyse","Security &amp; Surveillance"
"TVL_nyse","Television Broadcasting"
"LNC_nyse","Life &amp; Health Insurance - NEC"
"LNC^_nyse","Life &amp; Health Insurance - NEC"
"LNN_nyse","Agricultural Machinery"
"LNKD_nyse","Social Media &amp; Networking"
"LGF_nyse","Entertainment Production - NEC"
"LAD_nyse","New Car Dealers"
"LYV_nyse","Entertainment Production Equipment &amp; Services"
"LYG_nyse","Banks - NEC"
"SCD_nyse","Closed End Funds"
"TLI_nyse","Closed End Funds"
"RIT_nyse","Closed End Funds"
"LMT_nyse","Aerospace &amp; Defense - NEC"
"L_nyse","Property &amp; Casualty Insurance - NEC"
"LPR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"LO_nyse","Cigars &amp; Cigarette Manufacturing"
"LPX_nyse","Forest &amp; Wood Products - NEC"
"LOW_nyse","Home Improvement Products &amp; Services Retailers - NEC"
"LRE_nyse","Oil &amp; Gas Exploration and Production - NEC"
"LXU_nyse","Fertilizer"
"LTC_nyse","Healthcare REITs"
"LUB_nyse","Theatres &amp; Performing Arts"
"LL_nyse","Home Improvement Products &amp; Services Retailers - NEC"
"LXFR_nyse","Specialty Mining &amp; Metals - NEC"
"LUX_nyse","Apparel &amp; Accessories - NEC"
"LDL_nyse","Industrial Machinery"
"LYB_nyse","Commodity Chemicals - NEC"
"MTB_nyse","Banks - NEC"
"MTB^_nyse","Banks - NEC"
"MDC_nyse","Residential Builders - Single Homes"
"MHO_nyse","Residential Builders - Single Homes"
"MHO^A_nyse","Residential Builders - Single Homes"
"MAC_nyse","Retail REITs"
"TUC_nyse","Personal Services - NEC"
"CLI_nyse","Office REITs"
"MGU_nyse","Closed End Funds"
"MIC_nyse","Airport Services - NEC"
"MFD_nyse","Closed End Funds"
"BMA_nyse","Banks - NEC"
"M_nyse","Retail - Department Stores"
"MCN_nyse","Closed End Funds"
"MSP_nyse","Closed End Funds"
"MMP_nyse","Oil &amp; Gas Transportation Services - NEC"
"MGA_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"MX_nyse","Semiconductors - NEC"
"MHR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MFB_nyse","Lingerie"
"MAIN_nyse","Commercial Loans"
"MMD_nyse","Closed End Funds"
"MZF_nyse","Closed End Funds"
"HYF_nyse","Closed End Funds"
"MANU_nyse","Leisure &amp; Recreation - NEC"
"MTW_nyse","Heavy Machinery &amp; Vehicles - NEC"
"MN_nyse","Investment Management"
"MAN_nyse","Employment Services - NEC"
"MFC_nyse","Life &amp; Health Insurance - NEC"
"MRO_nyse","Integrated Oil &amp; Gas"
"MPC_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"MCS_nyse","Hotels &amp; Motels"
"MRIN_nyse","Cloud Computing Services"
"MPX_nyse","Sailing Yachts &amp; Motorboats"
"HZO_nyse","Recreational Products - NEC"
"MKL_nyse","Property &amp; Casualty Insurance - NEC"
"MWE_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"MAR_nyse","Hotels, Motels &amp; Cruise Lines - NEC"
"VAC_nyse","Hotels, Motels &amp; Cruise Lines - NEC"
"MMC_nyse","Multiline Insurance &amp; Brokers - NEC"
"MSO_nyse","Magazine Publishing"
"MLM_nyse","Construction Materials - NEC"
"MAS_nyse","Construction Supplies &amp; Fixtures - NEC"
"MTZ_nyse","Smart Grid &amp; Power Distribution Construction"
"MA_nyse","Consumer Credit Cards Services"
"MTDR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MTRN_nyse","Nonferrous Metal Processing"
"MLP_nyse","Fruit &amp; Vegetable Processing"
"MXT_nyse","Integrated Telecommunications Services - NEC"
"MMS_nyse","Business Support Services - NEC"
"MXL_nyse","Semiconductors - NEC"
"MBI_nyse","Property &amp; Casualty Insurance - NEC"
"MNI_nyse","Consumer Publishing - NEC"
"MKC_nyse","Food Processing - NEC"
"MKC/V_nyse","Food Processing - NEC"
"MDR_nyse","Oil Related Services and Equipment - NEC"
"MCD_nyse","Quick Service Restaurants"
"MUX_nyse","Gold Mining"
"MHP_nyse","Professional Information Services - NEC"
"MCK_nyse","Pharmaceuticals - NEC"
"MMR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MDU_nyse","Multiline Utilities - NEC"
"MJN_nyse","Baby Food"
"MIG_nyse","Property &amp; Casualty Insurance - NEC"
"MWV_nyse","Paper Packaging - NEC"
"MTL_nyse","Steel - NEC"
"MTL^_nyse","Steel - NEC"
"MEG_nyse","Newspaper Publishing"
"MPW_nyse","Healthcare REITs"
"MED_nyse","Special Foods &amp; Welbeing Products"
"MCC_nyse","Closed End Funds"
"MD_nyse","Healthcare Facilities &amp; Services - NEC"
"MDT_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"WFR_nyse","Semiconductors - NEC"
"MW_nyse","Men&#39;s Apparel Retailers"
"MRK_nyse","Pharmaceuticals - NEC"
"MCY_nyse","Insurance - Automobile"
"MDP_nyse","Magazine Publishing"
"MTH_nyse","Residential Builders - Single Homes"
"MTOR_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"MER^E_nyse","Investment Trusts"
"MER^F_nyse","Investment Trusts"
"MTR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MSB_nyse","Investment Trusts"
"MEI_nyse","Electronic Component"
"MET_nyse","Life &amp; Health Insurance - NEC"
"MET^A_nyse","Life &amp; Health Insurance - NEC"
"MLG_nyse","Life &amp; Health Insurance - NEC"
"MPR_nyse","Purification &amp; Treatment Equipment"
"MTD_nyse","Testing &amp; Measuring Equipment"
"MXE_nyse","Closed End Funds"
"MXF_nyse","Closed End Funds"
"MFA_nyse","Mortgage REITs"
"MFA^A/CL_nyse","Mortgage REITs"
"MIL_nyse","Brokerage Services"
"MCR_nyse","Closed End Funds"
"MGF_nyse","Closed End Funds"
"MIN_nyse","Closed End Funds"
"MMT_nyse","Closed End Funds"
"MFM_nyse","Closed End Funds"
"MFV_nyse","Closed End Funds"
"MTG_nyse","Property Insurance"
"MGM_nyse","Casinos"
"KORS_nyse","Apparel &amp; Accessories Retailers - NEC"
"MAA_nyse","Residential REITs"
"MPO_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MM_nyse","Advertising &amp; Marketing - NEC"
"MILL_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MLR_nyse","Automotive Body Parts"
"MR_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"MSA_nyse","Business Support Supplies - NEC"
"MTX_nyse","Specialty Chemicals - NEC"
"MG_nyse","Software - NEC"
"MTU_nyse","Banks - NEC"
"MFG_nyse","Banks - NEC"
"MBT_nyse","Wireless Telecommunications Services - NEC"
"MODN_nyse","Enterprise Software"
"MOD_nyse","Engine &amp; Powertrain Systems"
"MHK_nyse","Carpets &amp; Curtains"
"MOH_nyse","Healthcare Facilities &amp; Services - NEC"
"TAP_nyse","Brewers - NEC"
"TAP/A_nyse","Brewers - NEC"
"MCP_nyse","Rare Earth Minerals"
"MCP^A_nyse","Rare Earth Minerals"
"MGI_nyse","Transaction &amp; Payment Services"
"MNR_nyse","Commercial REITs - NEC"
"MON_nyse","Agricultural Chemicals - NEC"
"MWW_nyse","Executive Search Services"
"MTS_nyse","Closed End Funds"
"MRH_nyse","Property &amp; Casualty Insurance - NEC"
"MRH^A_nyse","Property &amp; Casualty Insurance - NEC"
"MCO_nyse","Rating Agencies"
"MOG/A_nyse","Aerospace &amp; Defense - NEC"
"MOG/B_nyse","Aerospace &amp; Defense - NEC"
"MS_nyse","Investment Banking &amp; Brokerage Services - NEC"
"APF_nyse","Closed End Funds"
"CAF_nyse","Closed End Funds"
"RNE_nyse","Closed End Funds"
"MSD_nyse","Closed End Funds"
"EDD_nyse","Closed End Funds"
"MSF_nyse","Closed End Funds"
"IIF_nyse","Closed End Funds"
"MOS_nyse","Fertilizer"
"MSI_nyse","Communications &amp; Networking - NEC"
"MOV_nyse","Watches"
"MPG_nyse","Office REITs"
"MPLX_nyse","Oil &amp; Gas Transportation Services - NEC"
"MRC_nyse","Oil Related Services and Equipment - NEC"
"ICB_nyse","Closed End Funds"
"MSM_nyse","Industrial Machinery"
"MSCI_nyse","Investment Support Tools"
"MLI_nyse","Industrial Parts &amp; Components"
"MWA_nyse","Industrial Machinery &amp; Equipment - NEC"
"MUR_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"MVO_nyse","Oil &amp; Gas Exploration and Production - NEC"
"MVC_nyse","Closed End Funds"
"MYE_nyse","Plastic Container &amp; Packaging"
"NBR_nyse","Oil &amp; Gas Drilling - NEC"
"NC_nyse","Heavy Trucks"
"NTE_nyse","Electronic Equipment &amp; Parts - NEC"
"NBHC_nyse","Banks - NEC"
"NBG_nyse","Banks - NEC"
"NFP_nyse","Multiline Insurance &amp; Brokers - NEC"
"NFG_nyse","Natural Gas Utilities - NEC"
"NGG_nyse","Multiline Utilities - NEC"
"NHI_nyse","Healthcare REITs"
"NOV_nyse","Oil Related Services and Equipment - NEC"
"NPK_nyse","Tools &amp; Housewares"
"NNN_nyse","Retail REITs"
"SID_nyse","Steel - NEC"
"NSM_nyse","Real Estate Services - NEC"
"NGS_nyse","Oil Related Equipment"
"NGVC_nyse","Health Food Stores"
"NRP_nyse","Coal - NEC"
"NTZ_nyse","Furniture"
"NLS_nyse","Sporting &amp; Outdoor Goods"
"NCI_nyse","Management Consulting Services"
"NNA/U_nyse","Marine Freight &amp; Logistics - NEC"
"NM_nyse","Marine Freight &amp; Logistics - NEC"
"NMM_nyse","Deep Sea Freight"
"NAV_nyse","Heavy Machinery &amp; Vehicles - NEC"
"NAV^D_nyse","Heavy Machinery &amp; Vehicles - NEC"
"NCS_nyse","Construction &amp; Engineering - NEC"
"NCR_nyse","IT Services &amp; Consulting - NEC"
"NP_nyse","Paper Mills &amp; Products"
"NNI_nyse","Education &amp; Training Information Providers"
"NPTN_nyse","Integrated Circuits"
"N_nyse","Enterprise Software"
"NSR_nyse","Integrated Telecommunications Services - NEC"
"HYB_nyse","Closed End Funds"
"GF_nyse","Closed End Funds"
"IRL_nyse","Closed End Funds"
"NMFC_nyse","Closed End Funds"
"EDU_nyse","Educational Services"
"NRZ$_nyse","Mortgage REITs"
"NSLP_nyse","Oil &amp; Gas Exploration and Production - NEC"
"NWY_nyse","Women&#39;s Apparel Retailers"
"NYCB_nyse","Banks - NEC"
"NYT_nyse","Consumer Publishing - NEC"
"NCT_nyse","Corporate Financial Services - NEC"
"NCT$_nyse","Corporate Financial Services - NEC"
"NCT^B_nyse","Corporate Financial Services - NEC"
"NWL_nyse","Household Products - NEC"
"NFX_nyse","Oil &amp; Gas Exploration and Production - NEC"
"NJR_nyse","Natural Gas Distribution"
"NEU_nyse","Commodity Chemicals - NEC"
"NEM_nyse","Gold Mining"
"NR_nyse","Oil Related Services and Equipment - NEC"
"NHF_nyse","Closed End Funds"
"NEE_nyse","Renewable Utilities"
"NGL_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"NMK^B_nyse","Multiline Utilities - NEC"
"NMK^C_nyse","Multiline Utilities - NEC"
"NJ_nyse","Electrical Components &amp; Equipment - NEC"
"NLSN_nyse","Advertising &amp; Marketing - NEC"
"NKE_nyse","Sports &amp; Outdoor Footwear"
"NTT_nyse","Integrated Telecommunications Services - NEC"
"NKA_nyse","Oil &amp; Gas Storage"
"NI_nyse","Multiline Utilities - NEC"
"NL_nyse","Electrical Components &amp; Equipment - NEC"
"NED_nyse","General Education Services"
"NOAH_nyse","Investment Management &amp; Fund Operators - NEC"
"NE_nyse","Oil &amp; Gas Drilling - NEC"
"NBL_nyse","Oil &amp; Gas Exploration and Production - NEC"
"NOK_nyse","Phones &amp; Smart Phones"
"NMR_nyse","Investment Banking &amp; Brokerage Services - NEC"
"NOR_nyse","Aluminum - NEC"
"NAT_nyse","Deep Sea Freight"
"NDZ_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"JWN_nyse","Apparel &amp; Accessories Retailers - NEC"
"NSC_nyse","Ground Freight &amp; Logistics - NEC"
"NTL_nyse","Satellite Service Operators"
"NOA_nyse","Oil Related Services"
"NRT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"NU_nyse","Electric Utilities - NEC"
"NTI_nyse","Petroleum Refining"
"NOC_nyse","Aerospace &amp; Defense - NEC"
"NRF_nyse","Commercial REITs - NEC"
"NWN_nyse","Natural Gas Utilities - NEC"
"NWE_nyse","Electric Utilities - NEC"
"NVS_nyse","Pharmaceuticals - NEC"
"NVO_nyse","Pharmaceuticals - NEC"
"NQ_nyse","Wi-Fi &amp; Wi-Max Providers"
"NRG_nyse","Electric Utilities - NEC"
"DCM_nyse","Wireless Telecommunications Services - NEC"
"NUS_nyse","Personal Products - NEC"
"NUE_nyse","Steel - NEC"
"NS_nyse","Oil Pipeline"
"NSH_nyse","Oil Pipeline"
"NUV_nyse","Closed End Funds"
"NUW_nyse","Closed End Funds"
"NAZ_nyse","Closed End Funds"
"NAC_nyse","Closed End Funds"
"NQC_nyse","Closed End Funds"
"NCO_nyse","Closed End Funds"
"NCA_nyse","Closed End Funds"
"NCP_nyse","Closed End Funds"
"NUC_nyse","Closed End Funds"
"NVC_nyse","Closed End Funds"
"NTC_nyse","Closed End Funds"
"JCE_nyse","Closed End Funds"
"JQC_nyse","Investment Trusts"
"JGT_nyse","Closed End Funds"
"JDD_nyse","Closed End Funds"
"NAD_nyse","Closed End Funds"
"JMF_nyse","Closed End Funds"
"JLA_nyse","Closed End Funds"
"JPG_nyse","Closed End Funds"
"JPZ_nyse","Wealth Management"
"JSN_nyse","Investment Trusts"
"JFR_nyse","Investment Trusts"
"JRO_nyse","Closed End Funds"
"JGG_nyse","Closed End Funds"
"JGV_nyse","Closed End Funds"
"NXC_nyse","Closed End Funds"
"NXN_nyse","Closed End Funds"
"NID_nyse","Closed End Funds"
"NQM_nyse","Closed End Funds"
"NMY_nyse","Closed End Funds"
"NMT_nyse","Closed End Funds"
"NUM_nyse","Closed End Funds"
"JLS_nyse","Closed End Funds"
"NMA_nyse","Closed End Funds"
"NMD_nyse","Closed End Funds"
"NMI_nyse","Closed End Funds"
"NMO_nyse","Closed End Funds"
"NIO_nyse","Closed End Funds"
"NQJ_nyse","Closed End Funds"
"NNJ_nyse","Closed End Funds"
"NAN_nyse","Closed End Funds"
"NNY_nyse","Closed End Funds"
"NNP_nyse","Closed End Funds"
"NNC_nyse","Closed End Funds"
"NUO_nyse","Closed End Funds"
"NQP_nyse","Closed End Funds"
"NPY_nyse","Closed End Funds"
"NPP_nyse","Closed End Funds"
"JPI_nyse","Closed End Funds"
"JPC_nyse","Closed End Funds"
"NPF_nyse","Closed End Funds"
"NPM_nyse","Closed End Funds"
"NPT_nyse","Closed End Funds"
"NPI_nyse","Closed End Funds"
"NQU_nyse","Closed End Funds"
"NQI_nyse","Closed End Funds"
"JTP_nyse","Closed End Funds"
"JPS_nyse","Closed End Funds"
"JHP_nyse","Closed End Funds"
"JRI_nyse","Closed End Funds"
"NIM_nyse","Closed End Funds"
"NQS_nyse","Closed End Funds"
"NXP_nyse","Closed End Funds"
"NXQ_nyse","Closed End Funds"
"NXR_nyse","Closed End Funds"
"NSL_nyse","Closed End Funds"
"JSD_nyse","Investment Trusts"
"JTD_nyse","Closed End Funds"
"JTA_nyse","Closed End Funds"
"NTX_nyse","Closed End Funds"
"NPV_nyse","Closed End Funds"
"JMT_nyse","Closed End Funds"
"NVE_nyse","Electric Utilities - NEC"
"NVR_nyse","Residential Builders - Single Homes"
"NYX_nyse","Financial &amp; Commodity Market Operators - NEC"
"OAK_nyse","Investment Management &amp; Fund Operators - NEC"
"OAS_nyse","Unconventional Oil &amp; Gas Production"
"OXY_nyse","Oil &amp; Gas Exploration and Production - NEC"
"OII_nyse","Oil Related Services and Equipment - NEC"
"OZM_nyse","Wealth Management"
"OCN_nyse","Corporate Financial Services - NEC"
"ODP_nyse","Business Support Supplies - NEC"
"OMX_nyse","Office Supplies Wholesale"
"OFG_nyse","Banks - NEC"
"OFG^A_nyse","Banks - NEC"
"OFG^B_nyse","Banks - NEC"
"OGE_nyse","Electric Utilities - NEC"
"OIBR_nyse","Integrated Telecommunications Services - NEC"
"OIS_nyse","Oil Related Equipment"
"ODC_nyse","Household Products - NEC"
"OILT_nyse","Oil &amp; Gas Storage"
"ONB_nyse","Banks - NEC"
"ORI_nyse","Property &amp; Casualty Insurance - NEC"
"OLN_nyse","Commodity Chemicals - NEC"
"OMG_nyse","Specialty Chemicals - NEC"
"OHI_nyse","Healthcare REITs"
"OME_nyse","Commercial Fishing"
"OCR_nyse","Residential &amp; Long Term Care"
"OMC_nyse","Advertising &amp; Marketing - NEC"
"OMN_nyse","Specialty Chemicals - NEC"
"ASGN_nyse","Employment Services - NEC"
"OLP_nyse","Commercial REITs - NEC"
"OB_nyse","Property &amp; Casualty Insurance - NEC"
"OKS_nyse","Natural Gas Utilities - NEC"
"OKE_nyse","Natural Gas Utilities - NEC"
"VIP_nyse","Wireless Telecom"
"OPK_nyse","Pharmaceuticals - NEC"
"OPY_nyse","Corporate Financial Services - NEC"
"ORB_nyse","Spacecraft Manufacturing"
"OWW_nyse","IT Services &amp; Consulting - NEC"
"OEH_nyse","Hotels &amp; Motels"
"ORN_nyse","Construction &amp; Engineering - NEC"
"IX_nyse","Consumer Leasing"
"ORA_nyse","Electric Utilities - NEC"
"OSK_nyse","Aerospace &amp; Defense - NEC"
"OMI_nyse","Medical Equipment Wholesale"
"OC_nyse","Construction Supplies"
"OI_nyse","Non-Paper Containers &amp; Packaging - NEC"
"OXM_nyse","Men&#39;s Clothing"
"OXF_nyse","Coal - NEC"
"TLK_nyse","Integrated Telecommunications Services - NEC"
"PNG_nyse","LNG Transportation &amp; Storage"
"PAI_nyse","Closed End Funds"
"ROYT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PACD_nyse","Oil &amp; Gas Drilling - NEC"
"PCG_nyse","Multiline Utilities - NEC"
"PKG_nyse","Paper Packaging - NEC"
"PLL_nyse","Industrial Machinery &amp; Equipment - NEC"
"PANW_nyse","IT Services &amp; Consulting - NEC"
"PAM_nyse","Electric Utilities - NEC"
"P_nyse","Radio Broadcasting"
"PHX_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PAR_nyse","IT Services &amp; Consulting - NEC"
"PKE_nyse","Integrated Circuits"
"PKD_nyse","Oil &amp; Gas Drilling - NEC"
"PH_nyse","Industrial Machinery &amp; Equipment - NEC"
"PKY_nyse","Office REITs"
"PKY^D_nyse","Office REITs"
"PRE_nyse","Property &amp; Casualty Reinsurance"
"PRE^D_nyse","Property &amp; Casualty Reinsurance"
"PRE^E_nyse","Property &amp; Casualty Reinsurance"
"PRE^F_nyse","Property &amp; Casualty Reinsurance"
"PBF_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"BTU_nyse","Coal - NEC"
"PSO_nyse","Consumer Publishing - NEC"
"PEB_nyse","Hospitality REITs"
"PEB^A_nyse","Hospitality REITs"
"PBA_nyse","Oil &amp; Gas Transportation Services - NEC"
"PGH_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PVA_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PWE_nyse","Oil Exploration &amp; Production - Onshore"
"PEI_nyse","Retail REITs"
"PEI^A_nyse","Retail REITs"
"PMT_nyse","Mortgage REITs"
"PAG_nyse","Auto Vehicles, Parts &amp; Service Retailers - NEC"
"PBY_nyse","Auto Vehicles, Parts &amp; Service Retailers - NEC"
"POM_nyse","Electric Utilities - NEC"
"PEP_nyse","Carbonated Soft Drinks"
"PKI_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"PBT_nyse","Investment Management"
"PZE_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PTR_nyse","Integrated Oil &amp; Gas"
"PBR_nyse","Integrated Oil &amp; Gas"
"PBR/A_nyse","Integrated Oil &amp; Gas"
"PEO_nyse","Closed End Funds"
